Spaxid, N2 flux, N2 S/N, Ha flux, Ha S/N, Hb flux, Hb S/N, O3 flux, O3 S/N, S2 6717 flux, S2 6717 S/N, S2 6731 flux, S2 6731 S/N, Ha EW, AGN Flag 
587725980155445406_27_25,0.1445,15.89444588,0.658218,110.4073121,0.230954,25.85398013,0.340629,19.35999584,0.121116,23.65182352,0.0836969,22.3028436,56.2938, S06_SF 
587725980155445406_28_25,0.136879,18.28614698,0.625576,95.89725619,0.2195,38.23330439,0.328258,18.39578566,0.126879,23.33753014,0.0824123,15.14997044,50.1888, S06_SF 
587725980155445406_29_25,0.176229,18.81316427,0.7765,166.948548,0.272456,39.77046567,0.394308,19.0015999,0.152651,35.6632854,0.100081,22.01985958,58.2067, S06_SF 
587725980155445406_30_25,0.225602,22.43087411,0.949512,145.7634912,0.333162,36.26856787,0.447729,19.81046085,0.187552,39.79126419,0.124666,22.50147801,56.2515, S06_SF 
587725980155445406_31_25,0.273458,21.80480086,1.11513,155.6711716,0.391273,38.72453314,0.46451,19.58252043,0.215473,49.51906843,0.144522,29.3470105,62.216, S06_SF 
587725980155445406_32_25,0.284224,20.68821502,1.15288,203.4638216,0.404519,43.02256311,0.440088,20.77522502,0.215835,36.75120048,0.14455,29.86592219,64.6892, S06_SF 
587725980155445406_33_25,0.280252,19.84743085,1.09549,200.293675,0.384381,34.66082385,0.384883,20.37931776,0.203933,35.76225368,0.135987,24.2451893,77.857, S06_SF 
587725980155445406_34_25,0.237333,20.46960864,0.892713,115.8920575,0.313232,37.93277146,0.291139,18.43790224,0.170588,31.01036628,0.111487,21.48938774,65.9512, S06_SF 
587725980155445406_35_25,0.185098,19.68789193,0.68455,91.57248891,0.240193,32.96003048,0.203646,16.29349103,0.136701,41.75035855,0.085848,22.71290636,57.2408, S06_SF 
587725980155445406_36_25,0.136261,19.55916515,0.507157,71.25376489,0.17795,18.39335133,0.136989,12.91665943,0.109492,26.87087558,0.0608704,10.85428327,48.4147, S06_SF 
587725980155445406_37_25,0.101928,15.00629738,0.416214,90.93206753,0.14604,15.32727415,0.104494,8.379601438,0.0880882,20.2006086,0.0433882,8.738305008,39.2469, S06_SF 
587725980155445406_38_25,0.0523269,7.190601178,0.27273,52.09852401,0.0956946,10.6711398,0.0687937,9.195603894,0.0559653,11.78941586,0.0303408,8.668127259,36.2104, S06_SF 
587725980155445406_39_25,0.0329787,6.728837199,0.191054,54.26595619,0.0670364,11.62752647,0.0516818,7.963473465,0.0354723,7.371700827,0.0279242,7.01857853,32.8926, S06_SF 
587725980155445406_40_25,0.0239379,6.909653814,0.15227,23.45881494,0.0534279,9.00102799,0.0425837,7.008269841,0.0245671,8.19257408,0.0251335,7.969039827,32.9111, S06_SF 
587725980155445406_41_25,0.0197166,5.648775852,0.111561,23.79318482,0.0391441,6.070115398,0.0308383,4.778249267,0.0180008,6.510010282,0.0209412,8.192700176,32.6875, S06_SF 
587725980155445406_42_25,0.0174715,3.611078789,0.0752811,18.33736668,0.0264144,4.910683888,0.0187255,3.423574508,0.0163379,7.734342193,0.0168261,6.412589591,26.8657, S06_SF 
587725980155445406_43_25,0.0221198,5.525442035,0.0639419,13.21425253,0.0224357,3.966006588,0.0172328,4.362550836,0.0106882,3.644324203,0.00802513,2.903959787,26.3705, K03_SF 
587725980155445406_44_25,0.0137465,3.838179374,0.0425939,10.04093517,0.0149452,3.594777218,0.0109026,3.263096262,0.00983547,3.509055551,0.00789317,3.769594856,24.146, S06_SF 
587725980155445406_45_25,0.0141879,4.378728714,0.0430709,12.00565,0.0151126,3.616732163,0.01018,2.267208478,0.0125875,3.180786875,0.00858809,3.102867658,28.9902, S06_SF 
587725980155445406_46_25,0.0118183,2.723321959,0.0448666,8.819225086,0.0157427,3.03492369,0.0102812,1.173978196,0.00636933,1.128739128, nan,0.830384387,43.6037, S06_SF 
587725980155445406_48_25,0.00860862,2.557692669,0.0227475,7.541493073,0.00798158,2.640668299,0.00525744,1.39868443,0.011581,3.982494683,0.00254142,1.209581434,85.4531, K03_SF 
587725980155445406_49_25,0.0213683,2.840067127,0.0645892,7.475077343,0.0226629,1.811493971,0.0392985,2.509413387,0.0234377,3.709397684, nan,0.88584544,89.4314, K01_SF 
587725980155445406_50_25,0.0103395,1.335636915,0.0481102,5.046394612,0.0168808,1.322688755,0.0326989,2.013777324,0.022134,4.610004794,0.00813385,1.735966989,48.9955, S06_SF 
587725980155445406_14_26,0.0141151,3.296190033,0.0551337,9.690518779,0.0193452,2.429661784,0.0256191,4.02384218,0.00980048,2.96869226, nan,0.99672392,25.0194, S06_SF 
587725980155445406_15_26,0.0112755,3.054657815,0.0547843,12.02788045,0.0192226,2.955349136,0.0239716,4.513204803,0.00687754,2.122920106,0.00522021,1.531357974,22.3643, S06_SF 
587725980155445406_16_26,0.0093622,3.293686762,0.0417213,13.40720136,0.0146391,3.667293733,0.0152334,3.768109253,0.00965392,3.820222271,0.0063433,2.720399207,19.2254, S06_SF 
587725980155445406_17_26,0.00695897,2.218678147,0.0380718,11.03302182,0.0133585,4.093345358,0.0140235,3.7607178,0.0112899,4.589676228,0.00835743,2.676775166,18.4602, S06_SF 
587725980155445406_18_26,0.00991762,3.459636302,0.0607087,14.91393465,0.0213013,4.175545611,0.0243743,5.635601218,0.018314,6.012808452,0.0146721,4.425211757,21.7012, S06_SF 
587725980155445406_19_26,0.0154076,4.287945185,0.0818662,22.37475121,0.028725,5.263309369,0.035504,6.871122068,0.0184772,5.885238459,0.0172952,5.595092157,22.0314, S06_SF 
587725980155445406_20_26,0.0195744,6.445055429,0.0894071,25.11807494,0.0313709,7.803595107,0.0356181,9.323649669,0.019766,8.93995304,0.0155166,7.278121622,23.4402, S06_SF 
587725980155445406_21_26,0.0338166,9.450087107,0.139853,36.57264824,0.0490711,12.14316609,0.0497305,13.0622322,0.0221763,9.688942282,0.0155994,5.667131546,28.2168, S06_SF 
587725980155445406_22_26,0.0420834,12.76080622,0.19184,52.52243454,0.0673123,14.74038219,0.0659104,13.32850531,0.034019,10.5211608,0.0226253,7.943471277,32.6241, S06_SF 
587725980155445406_23_26,0.0736979,12.46554736,0.321994,52.5787843,0.11298,13.35425522,0.115665,14.38192763,0.0612888,14.81685666,0.0418675,9.988949182,36.9801, S06_SF 
587725980155445406_24_26,0.105536,17.22117588,0.432147,75.76730351,0.15163,20.53478224,0.160994,16.93338478,0.0900813,30.15981371,0.0641367,16.20672121,43.8019, S06_SF 
587725980155445406_25_26,0.122735,17.6337976,0.504737,107.8464213,0.177101,22.48177843,0.202979,19.19068082,0.104467,28.39705369,0.0781975,14.74979227,43.4301, S06_SF 
587725980155445406_26_26,0.14616,17.17743845,0.611103,80.83231222,0.214422,32.17501956,0.258727,17.55704069,0.115255,21.63894831,0.0802373,17.92926543,42.6678, S06_SF 
587725980155445406_27_26,0.147391,18.14954001,0.613176,107.5892945,0.215149,37.62762457,0.253718,18.04842941,0.128657,24.29491359,0.0850651,23.90511054,40.0201, S06_SF 
587725980155445406_28_26,0.138722,15.65667934,0.569666,89.04332547,0.199883,21.93172266,0.232371,17.84589969,0.12643,25.50952806,0.082211,20.22826484,38.1319, S06_SF 
587725980155445406_29_26,0.173199,18.69694901,0.695047,110.5251425,0.243876,36.81411109,0.24673,15.78986604,0.152377,32.00792899,0.103853,25.44314002,44.7783, S06_SF 
587725980155445406_30_26,0.223389,21.37563967,0.878934,136.0595868,0.308398,39.63123172,0.313931,18.41924934,0.186066,37.86222421,0.131061,27.64461186,51.1731, S06_SF 
587725980155445406_31_26,0.261269,20.97172344,1.02315,125.8902051,0.358999,51.85471427,0.36378,20.86312207,0.203651,52.20919403,0.14287,26.83164389,60.3699, S06_SF 
587725980155445406_32_26,0.291589,20.36250836,1.14354,163.9315299,0.401241,49.77095164,0.374719,19.51842872,0.219325,42.22778702,0.150043,32.92940352,67.4219, S06_SF 
587725980155445406_33_26,0.323352,20.29527066,1.26766,156.1978509,0.444793,47.89203548,0.387083,21.04267322,0.233869,38.53751883,0.15764,27.04066441,70.9508, S06_SF 
587725980155445406_34_26,0.289499,17.8491023,1.10477,125.5548543,0.387637,45.73578817,0.315103,18.5407287,0.197382,33.28492274,0.128721,23.58719134,64.8224, S06_SF 
587725980155445406_35_26,0.251507,20.07392849,0.919947,119.0272838,0.322788,31.9501979,0.24582,17.64729572,0.170038,34.03428696,0.110431,20.21159266,52.9164, S06_SF 
587725980155445406_36_26,0.178748,21.18726262,0.662911,132.791569,0.2326,25.13721319,0.162771,14.39707053,0.136593,37.69518899,0.0811159,18.79276388,50.9628, S06_SF 
587725980155445406_37_26,0.149459,16.96752999,0.570007,98.72367928,0.200003,16.77573137,0.125263,12.18073916,0.128888,32.74174288,0.0719332,14.48919194,46.7973, S06_SF 
587725980155445406_38_26,0.115163,14.23623714,0.487184,77.81039517,0.170942,16.78768631,0.109497,8.332314022,0.112033,16.90511797,0.0629783,13.01699086,37.3774, S06_SF 
587725980155445406_39_26,0.0611804,10.61279603,0.315604,42.01692484,0.110738,11.62125427,0.0732965,9.304832582,0.0676522,16.5116231,0.0428198,12.00217448,38.8039, S06_SF 
587725980155445406_40_26,0.053883,10.56861453,0.275094,66.32714324,0.0965242,11.07209301,0.0648032,6.692924523,0.0555947,16.46911156,0.0418372,11.14828906,40.9567, S06_SF 
587725980155445406_41_26,0.0352237,6.555834561,0.188251,32.18340323,0.066053,8.700269085,0.0441926,6.646942561,0.035502,11.98905284,0.0308061,8.502412164,35.3504, S06_SF 
587725980155445406_42_26,0.0325016,7.182201405,0.146829,22.49687587,0.051519,6.955203156,0.0342381,4.167627889,0.0279795,11.3241016,0.0246005,7.150826669,30.1718, S06_SF 
587725980155445406_43_26,0.0293714,5.667174276,0.11,20.90747096,0.0385963,4.639535425,0.0281152,4.793971996,0.0180194,4.402068105,0.0140287,3.912528136,26.453, S06_SF 
587725980155445406_44_26,0.0321089,5.076545283,0.102727,17.55973391,0.0360445,3.384745466,0.0195512,2.067279211,0.0260477,4.157367992,0.0167165,3.725699559,24.6068, S06_SF 
587725980155445406_45_26,0.0323856,4.779577317,0.0837656,14.89890093,0.0293914,3.748867182,0.0184508,2.253776612,0.0105769,2.958138733,0.00548999,1.881140138,26.3889, K03_SF 
587725980155445406_46_26,0.00994769,3.101887817,0.0424065,9.71966596,0.0148795,4.001846602,0.00878576,1.904095906,0.00926366,3.304116459,0.0046233,1.733077264,25.9603, S06_SF 
587725980155445406_47_26,0.00837143,2.297385339,0.0330167,9.536002207,0.0115848,3.648509844,0.00746678,1.922477245,0.00971046,4.435242145,0.00484441,1.801236858,29.3657, S06_SF 
587725980155445406_48_26,0.0121856,2.463714485,0.0457212,13.04201387,0.0160425,2.621455499,0.0112426,2.272666545,0.0125657,4.4604916, nan,-0.011242933,68.5597, S06_SF 
587725980155445406_49_26,0.0146156,3.035385939,0.0451403,8.664560736,0.0158387,3.029720576,0.00976055,1.557673871,0.0174527,4.663370929,0.00645895,1.637592311,96.9808, S06_SF 
587725980155445406_50_26,0.0217642,2.059561984,0.0947294,8.585638642,0.0332384,1.829311309,0.0402849,1.586993295,0.0390886,5.943360378,0.0154141,2.063843293,86.794, S06_SF 
587725980155445406_14_27,0.0121113,2.858486498,0.046398,12.53808337,0.01628,2.690635871,0.0168199,3.044212292,0.00631286,1.73528397,0.00494837,1.277166557,24.0437, S06_SF 
587725980155445406_15_27,0.0103901,2.932471938,0.0436843,14.3630742,0.0153278,3.62889059,0.0115794,2.792038528,0.00508921,1.745636424,0.00442616,1.528189296,28.9222, S06_SF 
587725980155445406_16_27,0.0105874,3.336730202,0.0464161,11.04703618,0.0162864,3.851518775,0.0136882,2.854333818,0.00582102,1.972428611,0.00641822,2.28474059,24.975, S06_SF 
587725980155445406_17_27,0.00993252,4.197448642,0.046958,15.95105297,0.0164765,4.600145181,0.0163189,4.155394478,0.0115831,5.219211303,0.00872967,3.540571082,20.5145, S06_SF 
587725980155445406_18_27,0.0132635,3.818268224,0.0649734,15.87881186,0.0227977,5.051776222,0.0272981,6.365017826,0.0179348,6.890362574,0.0149398,6.073981633,23.282, S06_SF 
587725980155445406_19_27,0.0151074,4.341105638,0.0749782,19.64143947,0.0263081,5.500464297,0.030934,9.063140405,0.0151391,6.743088502,0.0153524,4.800119466,23.0261, S06_SF 
587725980155445406_20_27,0.0163537,5.595773073,0.0718848,20.37248878,0.0252227,7.854703164,0.0253261,7.505863899,0.0138146,8.432115881,0.0124223,5.225487415,22.6665, S06_SF 
587725980155445406_21_27,0.0308056,7.2752257,0.125966,34.14425832,0.0441986,12.1097758,0.0425762,10.9916506,0.0214313,6.774263951,0.0193405,6.644489488,28.0523, S06_SF 
587725980155445406_22_27,0.0411921,9.599327101,0.181953,41.02289871,0.063843,14.1154769,0.060013,14.164709,0.0358126,12.15957995,0.0248384,7.725358799,31.6978, S06_SF 
587725980155445406_23_27,0.081526,15.02783964,0.345939,63.89204696,0.121382,12.16833451,0.117739,14.59652246,0.0719204,17.90997596,0.0473423,11.85935986,33.7989, S06_SF 
587725980155445406_24_27,0.109778,14.52369976,0.460964,93.44811648,0.161742,16.12698994,0.159391,14.65607422,0.0942397,19.58940172,0.0674203,18.74173423,37.5969, S06_SF 
587725980155445406_25_27,0.143652,16.94449053,0.57019,61.46397054,0.200067,23.95543758,0.203157,16.39600893,0.118581,19.98152336,0.0918812,17.29378104,41.8042, S06_SF 
587725980155445406_26_27,0.156303,16.71150277,0.599135,93.29841551,0.210223,25.43288692,0.212365,13.54689888,0.119495,22.33312102,0.089416,23.92736761,41.7338, S06_SF 
587725980155445406_27_27,0.161985,17.5819459,0.61303,115.0735403,0.215098,33.69499583,0.207902,16.8103158,0.135341,38.5699104,0.0953867,21.05812125,40.0262, S06_SF 
587725980155445406_28_27,0.178009,18.32258406,0.665876,134.1776296,0.233641,30.69176762,0.208472,16.80564221,0.145025,39.8722081,0.0976338,19.34038405,39.271, S06_SF 
587725980155445406_29_27,0.197813,18.94245989,0.75109,95.62928463,0.263541,37.55506994,0.21089,16.48836149,0.164185,45.80825741,0.113941,23.85917296,45.0864, S06_SF 
587725980155445406_30_27,0.22517,18.83337409,0.885133,89.64243723,0.310573,40.8092766,0.262817,18.05145782,0.187394,34.63865681,0.1352,25.96281145,41.5525, S06_SF 
587725980155445406_31_27,0.283147,19.89160531,1.05131,119.7436835,0.368879,41.72628574,0.312153,17.25320319,0.216169,40.83797417,0.155263,25.32382409,47.03, S06_SF 
587725980155445406_32_27,0.317899,20.22812176,1.18593,174.8670112,0.416116,39.64207686,0.342801,20.38994532,0.234914,38.80875287,0.161934,28.0546585,52.3146, S06_SF 
587725980155445406_33_27,0.325038,20.18420651,1.208,124.5018963,0.42386,42.10072377,0.32362,19.64042971,0.232381,33.74324912,0.156481,29.48186742,54.7679, S06_SF 
587725980155445406_34_27,0.317998,20.86192446,1.16596,163.1088942,0.409109,36.08053307,0.305941,17.61488223,0.221058,40.0971135,0.147766,26.11582156,52.2313, S06_SF 
587725980155445406_35_27,0.292684,21.32784092,1.03929,193.6150185,0.364664,46.86194038,0.245814,15.42364349,0.191326,36.15016673,0.127051,23.35464477,58.4003, S06_SF 
587725980155445406_36_27,0.255721,20.93751096,0.901448,129.0218716,0.316298,33.83095511,0.194899,12.09651909,0.175492,32.5605386,0.113892,20.17963383,48.132, S06_SF 
587725980155445406_37_27,0.216683,20.93522038,0.795461,124.9376723,0.279109,26.98676216,0.171578,11.63618051,0.169436,28.59309023,0.10236,16.40270002,50.1547, S06_SF 
587725980155445406_38_27,0.157044,16.74298626,0.620063,103.8303127,0.217566,22.68602461,0.129657,11.36556674,0.137056,26.61348558,0.0830131,18.68818697,41.0478, S06_SF 
587725980155445406_39_27,0.125167,15.94917238,0.517157,81.11333448,0.181459,19.84481657,0.0973959,8.124158395,0.115586,23.34992644,0.0790282,15.7966147,39.1041, S06_SF 
587725980155445406_40_27,0.115659,12.84731321,0.51281,61.71787022,0.179933,13.86359977,0.100455,7.948526436,0.0999975,17.16126507,0.0717027,16.3231307,38.7474, S06_SF 
587725980155445406_41_27,0.0720251,8.935597595,0.346094,33.98400316,0.121436,10.8172802,0.0704852,6.177004603,0.0652264,18.19459792,0.0466835,9.77859775,35.7291, S06_SF 
587725980155445406_42_27,0.0496989,6.346981883,0.226666,33.34594031,0.0795321,6.643039799,0.0584461,7.220290035,0.0438804,8.663813552,0.0319122,8.607754697,29.9355, S06_SF 
587725980155445406_43_27,0.057221,6.873533011,0.226844,24.78127513,0.0795945,5.85816512,0.0792836,4.587743628,0.0393281,7.274692416,0.0302453,5.323750275,27.9285, S06_SF 
587725980155445406_44_27,0.0346837,4.728773785,0.127603,18.31193838,0.0447729,4.650432599,0.0421144,4.748305881,0.0245898,5.317646203,0.0176343,5.207402707,22.2988, S06_SF 
587725980155445406_45_27,0.0246735,3.867307877,0.0962383,18.94285398,0.0337678,4.336617373,0.0279457,3.645903894,0.0165571,4.111221312,0.01229,3.161029044,22.7673, S06_SF 
587725980155445406_46_27,0.0134982,3.133993496,0.0598844,13.67947673,0.0210121,3.951584937,0.011629,2.213064399,0.013855,4.226798006,0.00950629,2.780776317,23.6094, S06_SF 
587725980155445406_47_27,0.0116702,2.307906218,0.0600681,10.98014624,0.0210765,3.837278079,0.015392,2.211075902,0.0146842,4.114912103,0.00788468,2.058593657,23.5082, S06_SF 
587725980155445406_48_27,0.0111278,3.057698179,0.0468372,14.43710328,0.0164341,4.942809407,0.0112858,3.257721384,0.0122738,4.756040056,0.00326881,1.112752839,28.3767, S06_SF 
587725980155445406_49_27,0.0117262,3.195252638,0.0611593,14.15222112,0.0214594,2.635394279,0.0182077,2.794781777,0.0208541,5.417505512,0.00684713,1.858177619,31.5647, S06_SF 
587725980155445406_50_27,0.0131241,2.659503562,0.0488137,7.382958891,0.0171276,2.278549017,0.00882873,1.567999886,0.0232322,5.637578999,0.0120334,3.299727954,95.0514, S06_SF 
587725980155445406_51_27,0.0160221,2.340984545,0.0517588,6.293873982,0.018161,1.047903827,0.038857,3.116858028,0.0381411,5.855337945,0.0137209,1.951871532,62.2234, K01_SF 
587725980155445406_13_28,0.0126506,2.766727203,0.0230195,4.885475132,0.00807703,1.041057161,0.0161485,2.280264661,0.00903117,2.619903315,0.00962552,1.96115342,11.8663, K01_SF 
587725980155445406_14_28,0.02217,3.83471297,0.0508026,10.14852215,0.0178255,2.009652821,0.0140728,1.75325137,0.0114669,2.954428634,0.012178,2.914940548,20.8337, K01_SF 
587725980155445406_15_28,0.0116489,2.935029825,0.0628658,12.15733211,0.0220582,2.778075851,0.00871482,1.258603242,0.00821446,1.765336831,0.00532571,1.238095012,30.9663, S06_SF 
587725980155445406_16_28,0.0162553,3.480391572,0.0722005,9.687028821,0.0253335,3.149964596,0.015859,2.131735411,0.0107335,2.342323244,0.00685424,1.992062739,27.0024, S06_SF 
587725980155445406_17_28,0.0129808,4.353339511,0.0513356,12.4735022,0.0180125,5.165014468,0.0181298,6.028734187,0.0118644,3.98255548,0.00828404,3.883158861,22.8463, S06_SF 
587725980155445406_18_28,0.0155616,5.339990416,0.0582117,23.09752635,0.0204252,5.188971954,0.0254328,9.270325876,0.0146074,6.043429294,0.0117735,5.013554256,24.8863, S06_SF 
587725980155445406_19_28,0.0170323,6.305154755,0.0702169,19.13210987,0.0246375,8.235371493,0.027955,9.243234723,0.0149335,6.59677874,0.0141791,5.482912199,24.1695, S06_SF 
587725980155445406_20_28,0.0180767,5.412698,0.0718115,25.7111823,0.025197,7.533919158,0.0280486,9.70256554,0.0145611,7.269752691,0.0123027,6.372842623,22.1095, S06_SF 
587725980155445406_21_28,0.0261184,6.749311291,0.0930238,30.49073792,0.0326399,12.00960991,0.0297481,9.79045486,0.0188935,9.451653498,0.013745,7.067253489,24.5481, S06_SF 
587725980155445406_22_28,0.0375207,7.769732849,0.167485,40.60683369,0.0587666,15.19395747,0.0510918,10.20708156,0.0375155,12.79918063,0.0260993,9.671116615,28.9018, S06_SF 
587725980155445406_23_28,0.0823492,10.15676497,0.367875,67.71902834,0.129079,15.27619506,0.114177,11.49285358,0.0766882,16.15208935,0.0555641,11.30722638,35.503, S06_SF 
587725980155445406_24_28,0.119923,14.49414879,0.534023,82.40948324,0.187376,18.73044854,0.166269,16.11300093,0.10596,17.59169056,0.0774267,16.69791422,32.0117, S06_SF 
587725980155445406_25_28,0.15258,15.32372492,0.604105,69.61914871,0.211967,17.75694138,0.182788,14.25232316,0.128749,17.9219977,0.104848,22.76034397,33.1871, S06_SF 
587725980155445406_26_28,0.167084,15.77962843,0.626206,109.1566121,0.219721,18.39712744,0.178054,12.42817447,0.138127,33.23437254,0.110044,29.87767369,37.7343, S06_SF 
587725980155445406_27_28,0.169002,16.57813456,0.609538,100.7602644,0.213873,26.81821118,0.159831,15.72471805,0.136437,36.4736438,0.0975933,24.51705733,35.4069, S06_SF 
587725980155445406_28_28,0.189598,17.12833457,0.691606,139.2699742,0.242669,29.82824208,0.177545,15.30467918,0.149379,24.32323676,0.104358,18.29319605,34.1839, S06_SF 
587725980155445406_29_28,0.23811,18.89832681,0.850949,121.2926434,0.298579,48.01279113,0.20885,14.47733875,0.178946,41.76234562,0.124503,24.60033184,38.9695, S06_SF 
587725980155445406_30_28,0.264772,18.70125601,0.951981,107.369144,0.334029,30.34386351,0.229064,14.3260599,0.19457,42.76852309,0.142986,23.07031309,42.5687, S06_SF 
587725980155445406_31_28,0.290184,18.80531159,1.03726,145.5788941,0.363951,35.64508125,0.251985,16.88814575,0.216603,38.93709898,0.15241,25.80697667,46.6225, S06_SF 
587725980155445406_32_28,0.336689,19.98488603,1.18593,190.441735,0.416115,46.98619436,0.28836,19.27476218,0.238852,53.76107639,0.160169,28.37083352,51.7241, S06_SF 
587725980155445406_33_28,0.352003,19.93016847,1.24629,104.5925095,0.437294,33.65187572,0.291323,18.36239256,0.248716,39.72754305,0.161594,21.38225067,54.4307, S06_SF 
587725980155445406_34_28,0.351782,21.01478597,1.22402,177.509201,0.429479,37.50913183,0.266553,16.28840486,0.238928,42.07898636,0.153864,23.59051324,52.4672, S06_SF 
587725980155445406_35_28,0.360282,21.23799507,1.17898,125.3513365,0.413677,36.70595115,0.246111,16.43087292,0.234553,42.72712715,0.156347,24.63489127,46.7535, S06_SF 
587725980155445406_36_28,0.341851,21.8752163,1.09466,139.2359392,0.384091,37.37983677,0.213822,13.51051272,0.219296,48.48808262,0.150707,23.5478382,41.8903, S06_SF 
587725980155445406_37_28,0.297926,22.31925858,0.971596,93.94518969,0.340911,25.60563547,0.196745,13.74742691,0.196865,35.58820697,0.131298,20.20479636,46.0387, S06_SF 
587725980155445406_38_28,0.239724,21.8693707,0.853956,113.0986503,0.299634,27.33346479,0.166628,14.60105745,0.174062,24.88621782,0.115793,17.86186939,40.2683, S06_SF 
587725980155445406_39_28,0.188834,18.33650773,0.729185,103.9974903,0.255854,18.42975876,0.143324,12.55905486,0.143486,24.92282629,0.100586,19.296513,40.8749, S06_SF 
587725980155445406_40_28,0.158998,15.4882268,0.637721,106.6578988,0.223762,19.65160559,0.119199,9.377025939,0.126703,23.19796593,0.0953418,17.11662227,43.8705, S06_SF 
587725980155445406_41_28,0.139702,12.6270119,0.604442,53.49479648,0.212085,15.3391253,0.119652,8.279957401,0.101601,16.57114086,0.0746233,12.07814959,43.4321, S06_SF 
587725980155445406_42_28,0.0894487,10.23742841,0.391641,44.45152501,0.137418,9.384258909,0.10445,6.753540951,0.0637923,10.49327843,0.0445707,7.28713313,35.9322, S06_SF 
587725980155445406_43_28,0.0799309,7.662175447,0.338894,46.3571381,0.11891,5.982530938,0.12482,7.449137685,0.0542742,6.819368934,0.0395116,4.654002921,25.9176, S06_SF 
587725980155445406_44_28,0.0465077,4.643548466,0.188112,26.81270518,0.0660042,4.427644832,0.0850502,5.304334016,0.0344691,5.964498032,0.0244696,4.980352427,21.7171, S06_SF 
587725980155445406_45_28,0.0284278,4.954553415,0.11714,21.45660959,0.0411019,5.789131964,0.0445712,5.449998409,0.0212284,6.150524474,0.0155168,4.311190086,24.3261, S06_SF 
587725980155445406_46_28,0.0188135,3.592874223,0.0927112,23.52903401,0.0325303,5.605881855,0.0289601,4.853648662,0.0189923,5.637168508,0.0135495,4.360579305,22.2866, S06_SF 
587725980155445406_47_28,0.0142644,3.056939365,0.0694092,15.42636655,0.0243541,5.646494608,0.0157477,3.831697608,0.014422,5.108479843,0.00737573,3.01304537,24.9694, S06_SF 
587725980155445406_48_28,0.0273904,4.942250264,0.0908418,22.22264858,0.0318743,6.065177439,0.0256044,4.806688725,0.0157637,5.469604843,0.00534505,1.923483461,35.012, S06_SF 
587725980155445406_49_28,0.0182972,3.557865092,0.0911565,19.23076181,0.0319848,4.019099278,0.0296685,4.450626909,0.0180204,5.220672917,0.00630736,1.571353449,35.2425, S06_SF 
587725980155445406_50_28,0.0196192,3.072933654,0.097981,14.47496326,0.0343793,3.280242415,0.0391006,3.817874645,0.0292698,6.430245926,0.0169984,2.828461208,36.3156, S06_SF 
587725980155445406_51_28,0.0142585,2.332189018,0.0564798,12.3751198,0.0198175,2.534009192,0.00801937,1.329207431,0.0244138,6.774735091,0.0134544,2.937789872,108.368, S06_SF 
587725980155445406_52_28,0.000961949,1.155997453,0.00633326,6.091890394,0.0022222,3.428807455,0.00174758,2.727171051,0.00366578,5.906407388,0.00212658,3.275971615,157.239, S06_SF 
587725980155445406_53_28,0.00185479,1.603102801,0.00507186,3.974917617,0.0017796,2.02997269,0.00242351,2.839241263,0.00389131,4.018825045,0.00170389,2.498384896,36.4805, K01_SF 
587725980155445406_10_29,0.000255435,2.299179382,0.000307956,1.859972604,0.000108055,3.220595272,4.03E-05,1.22209186,0.000254436,1.697704347, nan,-0.247959006,6.68189, K01_SF 
587725980155445406_11_29,0.000110169,1.077733232,0.000258093,2.373086453,9.06E-05,2.657174381,4.32E-05,1.546178438,0.000337714,2.733402032, nan,0.745311681,6.56647, K03_SF 
587725980155445406_14_29,0.0346684,3.428567425,0.0924626,10.07768322,0.032443,1.641430474,0.0276401,1.14762275,0.0268096,4.29456739,0.0247102,4.021128934,21.5772, K03_SF 
587725980155445406_16_29,0.01317,3.842528012,0.0700472,18.64654633,0.024578,4.695128124,0.0138287,2.103557757,0.0145542,5.104063003,0.00701534,2.488399455,37.1185, S06_SF 
587725980155445406_17_29,0.0145792,5.423411475,0.0499811,17.10400905,0.0175372,5.296672969,0.0175372,4.907851341,0.0118079,4.394645737,0.00749448,3.003104241,23.0666, S06_SF 
587725980155445406_18_29,0.016501,5.1635363,0.0505651,15.26444315,0.0177421,6.780949413,0.0234128,7.287951937,0.0119821,4.406266238,0.00905536,4.425463059,24.2441, K03_SF 
587725980155445406_19_29,0.0200956,6.745616952,0.068562,19.63146618,0.0240568,5.902084676,0.0339599,10.27266178,0.0157992,5.64911701,0.0118387,4.359706691,23.1563, K03_SF 
587725980155445406_20_29,0.0243977,6.81306886,0.0844016,28.1059193,0.0296146,6.644073769,0.0366403,11.23896526,0.0179987,8.225992762,0.0142491,5.694090718,22.0804, S06_SF 
587725980155445406_21_29,0.03426,7.656469811,0.119675,32.39827057,0.0419911,8.194254507,0.0428574,10.30285741,0.031924,12.65744909,0.0211419,8.021472431,23.0491, S06_SF 
587725980155445406_22_29,0.0354496,7.184288897,0.149345,34.35062837,0.0524019,10.52401771,0.0457259,11.15042274,0.0407788,13.85618137,0.0271046,7.998092546,24.9365, S06_SF 
587725980155445406_23_29,0.0717291,9.358301755,0.319671,44.68991059,0.112165,12.02682101,0.0936306,12.20434346,0.0742841,13.19830764,0.05201,10.85901809,30.3374, S06_SF 
587725980155445406_24_29,0.103223,12.20227641,0.462263,80.21427439,0.162198,13.87109777,0.121493,12.3437305,0.0910767,17.72667784,0.0740455,11.614888,31.7212, S06_SF 
